order_token,order_time,customer_token,merchant_token,merchant_category,merchant_category_desc,payment_type,email_host,customer_age,order_amount,days_to_card_expire,customer_postcode,customer_region,default_flag
021AKO9PAORM,2021-05-06 06:27:07.000000,61589AKMCTE8SD,6KE8INTVQ,5941,Sport,card-credit,gmail.com,46,131,1489,IT-201,Lombardia,0
019AKP4J7OL7,2021-05-23 19:32:07.000000,961654KMTR1T2F,DKDTI449M,5977,Beauty,card-debit,hotmail.it,23,60.24,890,IT-371,Veneto,0
15ECKQ2GUSUI,2021-06-15 15:08:48.000000,863A85KN0ILRXK,DKNUH3BPQ,5691,Fashion,card-prepaid,gmail.com,21,183,927,IT-500,Toscana,0
01DEKOFX5U8L,2021-05-07 18:31:27.000000,9569C2KLTNS5O5,0KDTI44BI,5912,Health,card-credit,libero.it,44,81.58,328,IT-110,Valle dAosta,0
C21AKO638HXT,2021-04-29 19:40:01.000000,E39E45KMCTN00D,6KE8INTVQ,5941,Sport,card-prepaid,libero.it,33,44.4,1006,IT-901,Sicilia,0
D232KPFZABN7,2021-06-02 18:39:20.000000,3B7KPFZANWQ,1KEV9BVAD,5941,Sport,card-prepaid,mac.com,48,490.99,213,IT-370,Veneto,0
1232KQIFPQV6,2021-06-30 21:47:34.000000,34FKQIFREUY,1KEV9BVAD,5941,Sport,card-prepaid,libero.it,34,81.96,125,IT-091,Sardegna,0
61DEKPV8201F,2021-06-13 12:52:40.000000,EC5AEKMCT6BPD,0KDTI44BI,5912,Health,card-debit,yahoo.it,38,7.97,445,IT-271,Lombardia,0
C18DKQ88VPCN,2021-06-24 14:17:22.000000,74F35KMCT4P5X,2KDTI4499,5691,Fashion,card-debit,gmail.com,38,48,466,IT-000,Lazio,0
DDBKPL3V69N,2021-06-04 13:47:58.000000,306KPL3VPEX,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,23,388.7,1213,IT-640,Abruzzo,0
F3F5KOWEBKL7,2021-05-18 06:46:59.000000,1CEKOWECFG2,5KL7RYTLD,5944,Jewelry & Watches,card-prepaid,libero.it,42,96,1565,IT-060,Umbria,0
240KPTHK9IF,2021-06-13 09:07:31.000000,D25CDEKMCTJIIO,EKDTI4401,5912,Health,card-debit,gmail.com,42,68.68,81,IT-360,Veneto,0
634BKOBCD6QZ,2021-05-05 10:24:43.000000,259DE7KM4Z2SII,AKIYFWASK,5999,Home & Garden,card-prepaid,virgilio.it,58,68.9,1883,IT-001,Lazio,0
021AKQ2T6CIM,2021-06-20 18:28:46.000000,D1F619KMCTIDQ2,6KE8INTVQ,5941,Sport,card-prepaid,gmail.com,53,63.8,866,IT-561,Toscana,0
7426KQ80J850,2021-06-24 14:53:57.000000,117KP2Y2TNE,6KLHX04UQ,5912,Health,card-debit,gmail.com,28,18.41,1409,IT-980,Sicilia,0
A9FKO8ZPY9O,2021-05-01 19:48:25.000000,B7DF4KMCT598N,AKDTI442N,5691,Fashion,card-credit,gmail.com,42,113,1735,IT-370,Veneto,0
F493KQC2F96P,2021-06-26 06:39:42.000000,2131CKMCT1ZX1,5KM24YN0C,5712,Home & Garden,card-credit,icloud.com,38,602,645,IT-430,Emilia-Romagna,0
E426KPQFZTC3,2021-06-11 06:06:45.000000,228479KMCTJZIV,6KLHX04UQ,5912,Health,card-debit,gmail.com,38,33.68,1209,IT-840,Campania,0
040KO5OAXA4,2021-04-30 09:54:29.000000,34E4BAKKY2LV6W,EKDTI4401,5912,Health,card-credit,gmail.com,50,18.43,761,IT-980,Sicilia,0
6250KQ9TMM3Q,2021-06-24 20:25:22.000000,16FKQ9T7CKB,AKFI6IX5R,5977,Beauty,card-credit,libero.it,41,151.69,1804,IT-101,Piemonte,0
03C6KPPFY3BA,2021-06-09 10:47:09.000000,1479CFKMCTPAJZ,5KKSHUZO6,5944,Jewelry & Watches,card-debit,gmail.com,37,85,1698,IT-800,Campania,0
040KPPIDFHZ,2021-06-07 14:46:52.000000,392KPPIFQ6J,EKDTI4401,5912,Health,card-credit,katamail.com,34,58.11,540,IT-161,Liguria,0
4232KQ1H5BGK,2021-06-16 23:23:10.000000,C0KQ1H5QEW,1KEV9BVAD,5941,Sport,card-credit,hotmail.it,34,632.99,1080,IT-460,Lombardia,0
A376KP9G85PN,2021-05-30 06:47:47.000000,F470A3KMCTP8QR,9KJVHGY6G,5691,Mom & Baby,card-credit,tiscali.it,31,154.2,582,IT-090,Sardegna,0
F3AEKP5PQY37,2021-05-24 19:18:52.000000,944733KMCTOTLD,9KKGOJ8JI,5621,Fashion,card-credit,gmail.com,28,18,67,IT-900,Sicilia,0
72E0KPZ61IC0,2021-06-14 08:22:02.000000,E2C191KMCTKQEV,0KHLS1B2X,5999,Beauty,card-prepaid,gmail.com,29,17.5,960,IT-740,Puglia,0
99DKPHEWL0T,2021-06-03 22:29:59.000000,C2F2B9KMCTL6GU,4KDTI442L,5691,Shoes & Accessories,card-prepaid,gmail.com,45,102,363,IT-151,Piemonte,0
D376KPZ93NGB,2021-06-17 10:46:57.000000,19C4AKMCT5OVV,9KJVHGY6G,5691,Mom & Baby,card-prepaid,gmail.com,41,183.89,564,IT-200,Lombardia,0
934BKQ5OGEMK,2021-06-23 18:17:39.000000,DD43KMCT1YRH,AKIYFWASK,5999,Home & Garden,card-prepaid,alice.it,51,48.7,1807,IT-200,Lombardia,0
257KOR5E3SA,2021-05-13 12:58:42.000000,47D76KMCT5955,8KDTI440N,5977,Beauty,card-prepaid,libero.it,32,24.9,1691,IT-861,Molise,0
2DBKQ0KAEWA,2021-06-16 06:38:34.000000,A0KQ02EH0N,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,20,712.6,1537,IT-130,Piemonte,0
12C8KO7FBTG6,2021-05-04 15:14:53.000000,B246E5KMCTJAJQ,FKHAFYR1I,5999,Home & Garden,card-credit,hotmail.it,37,88.9,913,IT-101,Piemonte,0
830BKQ9JN8V7,2021-06-26 16:24:58.000000,D362B1KMCTMD5L,FKI6COA2M,5999,Other,card-debit,gmail.com,56,62,1653,IT-000,Lazio,0
019AKP4SK4CE,2021-05-27 04:05:02.000000,15EKP4SKKJH,DKDTI449M,5977,Beauty,card-prepaid,gmail.com,30,41.4,1375,IT-888,Calabria,0
525BKPZ5Y004,2021-06-15 05:12:33.000000,2BCKPZ5YT9J,2KFMM7YHV,5719,Home & Garden,card-credit,gmail.com,60,345.45,868,IT-290,Emilia-Romagna,0
3232KPK0VSB7,2021-06-08 18:03:16.000000,37EKPK0KGSP,1KEV9BVAD,5941,Sport,card-credit,email.it,36,35.95,1275,IT-060,Umbria,0
5243KPG27PV4,2021-06-05 22:39:46.000000,559EB6KM53PBOK,3KFDSYKRC,5977,Beauty,card-prepaid,hotmail.it,32,139.35,1582,IT-801,Campania,0
54AEKOJ10H36,2021-05-08 17:23:01.000000,64853KMCT47KW,7KM535ARS,5651,Shoes & Accessories,card-debit,gmail.com,48,144.55,660,IT-350,Veneto,0
940KOCQQX76,2021-05-08 07:26:00.000000,C3981KMCT3VAP,EKDTI4401,5912,Health,card-credit,libero.it,56,28.31,360,IT-201,Lombardia,0
9EBKP4Q1ZPA,2021-05-24 02:15:53.000000,091B6KMCT5HK7,8KDTI444R,5661,Shoes & Accessories,card-prepaid,gmail.com,33,36.48,919,IT-001,Lazio,0
7246KP1KF0JW,2021-05-20 20:39:02.000000,323KOVN45UG,7KFF4YCI2,5661,Shoes & Accessories,card-credit,gmail.com,36,36.9,1835,IT-741,Puglia,0
B320KOD4JMBQ,2021-05-06 19:38:50.000000,334B90KMCTM4TU,DKIHHB1TK,5661,Fashion,card-prepaid,libero.it,38,72,1091,IT-001,Lazio,0
5243KQ3IBW0U,2021-06-22 08:58:39.000000,C4174BKMCTO9D6,3KFDSYKRC,5977,Beauty,card-prepaid,gmail.com,48,44,1261,IT-220,Lombardia,0
874KPS285NF,2021-06-10 08:25:08.000000,742786KMCTOGN7,5KDTI441G,5712,Home & Garden,card-prepaid,gmail.com,38,163.51,355,IT-551,Toscana,0
9266KPJS0UMR,2021-06-07 11:31:08.000000,F3D4D1KMCTNKFP,5KFWD2GLU,5977,Beauty,card-credit,gmail.com,38,31.2,879,IT-520,Toscana,0
3135KOIL06Z7,2021-05-11 11:48:29.000000,922B39KMCTJ0RZ,6KDTI446T,5699,Shoes & Accessories,card-credit,alice.it,54,59.9,1057,IT-100,Piemonte,0
419AKOYAYB31,2021-05-21 14:49:36.000000,F25C27KMCTJIDL,DKDTI449M,5977,Beauty,card-credit,gmail.com,26,28.24,986,IT-880,Calabria,0
9232KPXXOL24,2021-06-14 13:54:21.000000,33DKPXX60GX,1KEV9BVAD,5941,Sport,card-debit,icloud.com,30,219.99,504,IT-200,Lombardia,0
11EAKOILPOYF,2021-05-08 14:57:22.000000,063988KN0DE2Y7,FKDTI44BU,5691,Fashion,card-debit,virgilio.it,59,219.5,479,IT-140,Piemonte,0
3344KO9XN6DN,2021-05-04 09:06:16.000000,86A814KNLZZPLU,2KISZ1Y7N,5733,Other,card-debit,libero.it,48,556,972,IT-814,Campania,0
91A5KOFLFGSS,2021-05-09 10:11:01.000000,75B6DDKMAGN9OP,2KDTI449X,5691,Shoes & Accessories,card-credit,gmail.com,31,78.43,1273,IT-280,Piemonte,0
C264KP87G2EF,2021-05-31 08:49:17.000000,E2DBABKMCTKYX4,FKFSEJEE3,5977,Beauty,card-prepaid,tiscali.it,23,15,917,IT-101,Piemonte,0
9264KQ1E7I8U,2021-06-19 21:55:44.000000,314141KMCTDWIE,FKFSEJEE3,5977,Beauty,card-credit,ymail.com,28,38,229,IT-380,Trentino-Alto Adige,0
7DEKPPZPRT4,2021-06-13 00:20:03.000000,5C80CKMCT6C5M,BKDTI444E,5691,Fashion,card-credit,gmail.com,23,32.98,996,IT-381,Trentino-Alto Adige,0
A57KQFA5JQZ,2021-06-25 17:16:26.000000,428603KMCTK3CL,8KDTI440N,5977,Beauty,card-debit,gmail.com,25,118.16,431,IT-201,Lombardia,0
5305KPGZ8LK6,2021-06-06 15:34:20.000000,B6AECCKNNDUOYV,5KHZ389YT,5699,Fashion,card-debit,yahoo.it,44,130.7,363,IT-360,Veneto,0
4264KP5450AH,2021-05-23 09:30:19.000000,E8KP545F7M,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,30,59.6,585,IT-001,Lazio,0
9114KP3IAABY,2021-05-26 03:23:51.000000,11F6C1KMCTIDUQ,9KDTI445W,5977,Beauty,card-debit,gmail.com,38,142.6,1348,IT-200,Lombardia,0
D305KQ526XWW,2021-06-20 07:43:19.000000,BCKQ527G9J,5KHZ389YT,5699,Fashion,card-prepaid,hotmail.com,21,52,833,IT-350,Veneto,0
C305KQ9IYJBJ,2021-06-26 13:08:34.000000,1B4KQ9IYU3R,5KHZ389YT,5699,Fashion,card-prepaid,gmail.com,54,147,1043,IT-000,Lazio,0
D305KP52CA67,2021-05-27 09:04:26.000000,A69399KNHVFQYY,5KHZ389YT,5699,Fashion,card-credit,gmail.com,47,20,401,IT-870,Calabria,0
B2FEKP2EZ92R,2021-05-25 08:30:25.000000,54C888KKS45EQE,0KHXO1BEI,5691,Fashion,card-prepaid,gmail.com,58,14.8,952,IT-550,Toscana,0
8264KQ2DK88D,2021-06-17 15:37:14.000000,36DC1EKNX0TC22,FKFSEJEE3,5977,Beauty,card-credit,gmail.com,32,68.33,896,IT-501,Toscana,0
D2F6KP81D0WN,2021-05-31 05:09:46.000000,36CKP81DEU4,6KHUO60M4,8043,Fashion,card-credit,tiscali.it,45,180.44,703,IT-090,Sardegna,0
B9FKP9VWC9W,2021-05-28 16:44:23.000000,F2E69KMCT3T3T,AKDTI442N,5691,Fashion,card-debit,libero.it,50,197.95,64,IT-710,Puglia,0
6458KPWYV9VP,2021-06-11 20:47:40.000000,C2D561KMCTKXOF,2KLMJ0Q14,5699,Fashion,card-prepaid,live.it,21,29,1205,IT-800,Campania,0
3292KPZAGH87,2021-06-18 12:41:16.000000,A48CB9KMCTPHPY,0KGGAJCYQ,5691,Fashion,card-prepaid,gmail.com,29,153.75,1507,IT-861,Molise,0
413FKOGQ47C0,2021-05-09 05:34:53.000000,415072KMCTE76E,CKDTI4473,5691,Fashion,card-debit,hotmail.com,39,101.8,1272,IT-460,Lombardia,0
A243KP5YYYT9,2021-05-25 19:13:11.000000,F448B9KMCTOTW7,3KFDSYKRC,5977,Beauty,card-debit,gmail.com,32,54.95,1071,IT-010,Lazio,0
A21AKOCSSS6Z,2021-05-09 13:37:11.000000,81630KMCT2VVW,6KE8INTVQ,5941,Sport,card-prepaid,gmail.com,44,60,1030,IT-638,Marche,0
C21AKPSLTWYH,2021-06-12 15:37:56.000000,36EC72KO0DE63V,6KE8INTVQ,5941,Sport,card-debit,gmail.com,28,89.8,1086,IT-800,Campania,0
8374KOR2QXW8,2021-05-15 09:13:09.000000,84DC34KKWEVH48,1KJVGWKU4,5999,Other,card-debit,hotmail.com,41,54.68,1477,IT-950,Sicilia,0
621AKQ7XO2VT,2021-06-20 09:16:21.000000,22BKPWTBSF7,6KE8INTVQ,5941,Sport,card-credit,libero.it,54,95,678,IT-030,Lazio,0
F1C5KP8OIHAL,2021-05-25 19:20:28.000000,83F8EBKMCTNZF5,3KDTI44AT,5691,Fashion,card-debit,gmail.com,53,113.3,218,IT-250,Lombardia,0
730BKQC20D3I,2021-06-27 10:22:05.000000,D362B1KMCTMD5L,FKI6COA2M,5999,Other,card-debit,gmail.com,52,36,1651,IT-000,Lazio,0
A56BKPS0ZZ40,2021-06-12 07:55:34.000000,51895AKMCTH6ZD,AKN6511EP,5732,Electronics,card-prepaid,gmail.com,58,352.9,1634,IT-090,Sardegna,0
8264KQ1AP544,2021-06-18 21:44:01.000000,923FFFKMCTJ96P,FKFSEJEE3,5977,Beauty,card-credit,icloud.com,57,53.75,563,IT-420,Emilia-Romagna,0
0369KQHR99LD,2021-06-30 06:44:34.000000,7208ADKMCTIKBD,7KJSQA6G9,5999,Mom & Baby,card-prepaid,alice.it,21,7.97,490,IT-810,Campania,0
357KQB9CZ8F,2021-06-26 18:47:07.000000,62864FKMCTK3EP,8KDTI440N,5977,Beauty,card-debit,live.it,36,152.9,556,IT-311,Veneto,0
3305KOCRHRN1,2021-05-06 08:48:23.000000,B3FD31KMCTO09J,5KHZ389YT,5699,Fashion,card-debit,hotmail.it,29,152,1305,IT-131,Piemonte,0
6305KPDYLP06,2021-06-03 09:35:50.000000,2A6F4KMCT5QZO,5KHZ389YT,5699,Fashion,card-credit,gmail.com,34,122,610,IT-201,Lombardia,0
4328KPZ0Q33J,2021-06-19 03:13:28.000000,015A88KMCTE963,EKIINSVCI,5999,Shoes & Accessories,card-credit,tiscali.it,34,133.94,1326,IT-330,Friuli-Venezia Giulia,0
E40KQ1DC3A1,2021-06-19 21:36:18.000000,54B431KKN4F25M,EKDTI4401,5912,Health,card-credit,yahoo.it,44,13.54,1353,IT-701,Puglia,0
1264KQ71S36P,2021-06-18 17:45:36.000000,76116EKMT020CT,FKFSEJEE3,5977,Beauty,card-debit,gmail.com,33,23,679,IT-621,Marche,0
C301KPBKDK1C,2021-05-30 21:12:23.000000,45CECEKMEZU6XU,1KHYM9ZG1,5977,Beauty,card-credit,gmail.com,46,134,1251,IT-410,Emilia-Romagna,0
4264KPZAD1PX,2021-06-15 11:25:11.000000,72DD79KMCTKZ9Y,FKFSEJEE3,5977,Beauty,card-credit,gmail.com,41,60,623,IT-090,Sardegna,0
D374KPTKECB9,2021-06-09 08:37:01.000000,6453FDKMCTOW4B,1KJVGWKU4,5999,Other,card-prepaid,libero.it,37,15.11,1299,IT-700,Puglia,0
C264KPZEKL55,2021-06-13 09:26:38.000000,F30F76KMCTLJFL,FKFSEJEE3,5977,Beauty,card-prepaid,yahoo.it,30,86.67,715,IT-380,Trentino-Alto Adige,0
99CKONDERZ3,2021-05-16 18:43:40.000000,64DF81KKWV23EJ,1KDTI442K,5719,Home & Garden,card-debit,outlook.it,27,113,841,IT-510,Toscana,0
4305KP18L4TK,2021-05-26 10:55:35.000000,A324F4KMCTLQZM,5KHZ389YT,5699,Fashion,card-credit,gmail.com,43,47.21,374,IT-700,Puglia,0
B48DKOLWFBXH,2021-05-09 20:18:56.000000,C69446KNHYGL5Y,EKM0PCV8J,5611,Fashion,card-prepaid,hotmail.it,27,30.98,1907,IT-451,Veneto,0
C374KOVC79MW,2021-05-19 10:31:48.000000,313KOVC7SOR,1KJVGWKU4,5999,Other,card-prepaid,gmail.com,47,26.14,1688,IT-570,Toscana,0
5264KPFA9MIC,2021-06-01 08:27:43.000000,267A87KNDB8O3R,FKFSEJEE3,5977,Beauty,card-debit,gmail.com,30,74,547,IT-270,Lombardia,0
D4A6KPSKW83E,2021-06-13 14:52:32.000000,CDED7KMCT6MBO,8KM4VU2LB,5977,Beauty,card-prepaid,gmail.com,31,148,903,IT-300,Veneto,0
D1DEKPQQSBMZ,2021-06-08 09:01:50.000000,2A9KPQQSY6N,0KDTI44BI,5912,Health,card-debit,hotmail.it,41,61.38,52,IT-870,Calabria,0
8305KQ74V79U,2021-06-21 22:43:07.000000,813740KMCTDOZ3,5KHZ389YT,5699,Fashion,card-credit,gmail.com,28,43.97,1015,IT-301,Veneto,0
8346KOG7N3VJ,2021-05-06 19:37:38.000000,921F49KMCTIT09,6KIU829XL,5977,Beauty,card-prepaid,gmail.com,49,278,1242,IT-910,Sicilia,0
8DBKPIA5VME,2021-06-04 13:10:02.000000,72A3D9KMCTKDJF,EKDTI444B,5999,Electronics,card-debit,gmail.com,27,729.6,1093,IT-460,Lombardia,0
9DBKPW6P43L,2021-06-14 03:49:49.000000,2F5KPW6PIPK,EKDTI444B,5999,Electronics,card-prepaid,icloud.com,44,396.9,625,IT-361,Veneto,0
4148KPXXYOYT,2021-06-15 10:48:53.000000,5CECAKMCT6DHK,5KDTI447C,5631,Shoes & Accessories,card-credit,gmail.com,35,92.1,869,IT-301,Veneto,0
B175KOLK5ZUS,2021-05-09 15:13:45.000000,217F31KMCTFTHB,1KDTI448L,5691,Fashion,card-prepaid,rocketmail.com,37,35.95,1330,IT-120,Piemonte,0
11D4KPG1H2GJ,2021-06-06 01:23:31.000000,68KPG1HPPL,3KDTI44B8,5912,Health,card-prepaid,gmail.com,32,78.6,333,IT-211,Lombardia,0
B264KOC0QMQ2,2021-05-07 21:32:32.000000,E21342KMCTIQMQ,FKFSEJEE3,5977,Beauty,card-debit,icloud.com,31,95.4,726,IT-650,Abruzzo,0
221AKQFBNMFN,2021-06-30 12:21:40.000000,417269KMCTEISM,6KE8INTVQ,5941,Sport,card-prepaid,gmail.com,28,73.5,1131,IT-081,Sardegna,0
01D0KPXLDE1G,2021-06-13 06:31:48.000000,A42CA3KMCTOHNJ,1KDTI44B4,5912,Health,card-debit,gmail.com,32,34.55,716,IT-288,Piemonte,0
752KPVNT9JA,2021-06-12 22:38:54.000000,B24D3FKMCTJFG1,5KDTI440I,5977,Beauty,card-debit,gmail.com,42,43.26,536,IT-101,Piemonte,0
3452KOUEID7E,2021-05-15 18:43:53.000000,184KOUEJKG4,DKLM9TYBF,8043,Fashion,card-credit,gmail.com,47,116.23,1658,IT-400,Emilia-Romagna,0
7250KOMH3D5Y,2021-05-11 03:44:44.000000,A1045FKMCTD35H,AKFI6IX5R,5977,Beauty,card-debit,msn.com,42,12.97,141,IT-410,Emilia-Romagna,0
8232KQ8HJLWQ,2021-06-21 18:49:08.000000,7BKQ8HK78S,1KEV9BVAD,5941,Sport,card-credit,gmail.com,36,274.99,923,IT-900,Sicilia,0
B1AFKOFUL5H8,2021-05-08 14:42:46.000000,0134FKMCT1ZYG,6KDTI44A7,5977,Beauty,card-prepaid,gmail.com,53,90.2,1607,IT-001,Lazio,0
91DEKOHDYM0J,2021-05-12 17:13:09.000000,62C613KMCTKRAX,0KDTI44BI,5912,Health,card-credit,libero.it,52,18.49,1302,IT-000,Lazio,0
018DKPK6C8CH,2021-06-02 20:17:37.000000,01DCA2KMCTI5GM,2KDTI4499,5691,Fashion,card-credit,gmail.com,23,51.75,1791,IT-370,Veneto,0
827AKPL7SKZ9,2021-06-08 13:31:56.000000,7CKPL7TUJR,CKG7NPCKT,5977,Beauty,card-prepaid,live.it,31,69.5,1425,IT-001,Lazio,0
B243KOGV6MGR,2021-05-10 08:40:30.000000,189KOGT2ZMV,3KFDSYKRC,5977,Beauty,card-credit,gmail.com,47,60.89,571,IT-481,Emilia-Romagna,0
F300KOGUHRTW,2021-05-11 06:53:52.000000,2B197KMCT60SW,4KHYM2BLS,5999,Home & Garden,card-credit,gmail.com,43,243.55,23,IT-230,Lombardia,0
B570KQ1VVSEZ,2021-06-21 06:33:13.000000,71C155KMCTHT14,5KN7J41RU,5732,Electronics,card-credit,icloud.com,26,196.99,287,IT-479,Emilia-Romagna,0
8DBKPH70VRH,2021-06-06 19:36:51.000000,1D8KPH71L84,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,24,718.7,881,IT-350,Veneto,0
A5D0KONX5ZXP,2021-05-15 03:16:37.000000,E601C0KMP9L45Y,EKNPUAAHK,5499,Home & Garden,card-prepaid,gmail.com,43,106,1083,IT-208,Lombardia,0
2346KPZI9GY6,2021-06-18 11:33:14.000000,73B3FKMCT44ZW,6KIU829XL,5977,Beauty,card-prepaid,gmail.com,21,99.4,929,IT-800,Campania,0
62CBKO902ACD,2021-05-01 18:24:35.000000,C8KO902QJE,BKHAMYQZ1,5999,Sport,card-credit,gmail.com,58,111.89,577,IT-061,Umbria,0
0305KPJS6693,2021-06-05 15:49:33.000000,258KPJS8217,5KHZ389YT,5699,Fashion,card-debit,gmail.com,36,18.97,1214,IT-500,Toscana,0
352KOK5GU5E,2021-05-09 15:55:43.000000,F1D3DAKMCTI0O1,5KDTI440I,5977,Beauty,card-prepaid,gmail.com,56,40.55,690,IT-740,Puglia,0
4232KOEMRUX5,2021-05-10 17:10:34.000000,1D1KOEG35YE,1KEV9BVAD,5941,Sport,card-credit,gmail.com,30,993.99,1182,IT-381,Trentino-Alto Adige,0
3232KPXNNJWB,2021-06-17 08:18:11.000000,56AAECKNMW5VU9,1KEV9BVAD,5941,Sport,card-credit,yahoo.it,46,153.94,412,IT-040,Lazio,0
F18EKOEM4TNJ,2021-05-10 18:00:22.000000,23466DKMCTM0G7,EKDTI449A,5691,Fashion,card-prepaid,hotmail.it,31,29.5,420,IT-670,Abruzzo,0
B2BEKOER4SYA,2021-05-08 22:27:21.000000,1E6KOER5CLA,8KH37YX27,5977,Other,card-prepaid,yahoo.it,39,392.05,1759,IT-250,Lombardia,0
C5CKPDRUL6X,2021-05-30 09:48:04.000000,ED20KMCT1YQI,5KDTI440S,5691,Fashion,card-credit,gmail.com,51,127.8,334,IT-150,Piemonte,0
5243KPI6ARHW,2021-06-06 13:00:22.000000,35DKPI6B6PB,3KFDSYKRC,5977,Beauty,card-credit,libero.it,21,43.9,1762,IT-800,Campania,0
540KQEZQW4A,2021-06-25 11:39:24.000000,72A99KMCT3SCP,EKDTI4401,5912,Health,card-debit,libero.it,53,15.71,1131,IT-101,Piemonte,0
352KQ8F3APF,2021-06-20 16:53:15.000000,73D42KMCT45E7,5KDTI440I,5977,Beauty,card-debit,hotmail.com,29,88.06,1623,IT-101,Piemonte,0
55D7KPTYFYVS,2021-06-12 17:08:18.000000,065E51KN7X4PYU,DKNR6SDZK,5699,Fashion,card-prepaid,alice.it,38,52.98,780,IT-830,Campania,0
8368KOE3NIL3,2021-05-08 11:51:49.000000,A4D068KKTQZTR1,6KJSGVKAN,5631,Fashion,card-credit,hotmail.com,44,51.7,1366,IT-200,Lombardia,0
8E9KPWG8JL3,2021-06-16 10:11:32.000000,A16E10KMCTEHXP,3KDTI444P,5691,Shoes & Accessories,card-credit,tiscali.it,43,46,109,IT-801,Campania,0
E3C2KPZ41ACK,2021-06-16 03:52:29.000000,324KPZ41K2P,1KKQYD3AU,5631,Fashion,card-credit,gmail.com,38,125,1234,IT-501,Toscana,0
0644KPXWK1FO,2021-06-13 10:16:25.000000,F36BE1KMCTMEYW,4KOJPSDIL,5722,Electronics,card-credit,gmail.com,37,365.97,685,IT-330,Friuli-Venezia Giulia,0
C47BKPL16KV9,2021-06-06 08:04:31.000000,2579B2KLXHC2E9,5KLTEUSV2,5691,Sport,card-debit,gmail.com,39,72,1030,IT-208,Lombardia,0
01DKO89DYDH,2021-05-03 09:10:10.000000,BF71AKMCTCUG2,2KDTI43Z2,5944,Jewelry & Watches,card-debit,libero.it,34,64.3,881,IT-100,Piemonte,0
3232KPFE1PAP,2021-06-03 13:14:58.000000,13DKPFE2CGW,1KEV9BVAD,5941,Sport,card-credit,yahoo.it,46,313.99,698,IT-370,Veneto,0
D305KQGTRN7Y,2021-06-30 14:34:55.000000,D661DEKN8UHL4Z,5KHZ389YT,5699,Fashion,card-credit,dallosto.net,41,35.95,1008,IT-210,Lombardia,0
6232KPON9S0E,2021-06-09 22:08:46.000000,280KPONAG51,1KEV9BVAD,5941,Sport,card-credit,gmail.com,34,286.99,937,IT-001,Lazio,0
0DBKP4COSCY,2021-05-22 16:43:43.000000,B2KP4CDS11,EKDTI444B,5999,Electronics,card-credit,gmail.com,44,766.8,706,IT-370,Veneto,0
E298KQE92JJO,2021-06-24 19:57:50.000000,14FKQE92YJ1,EKGJIKU71,5691,Fashion,card-credit,fastwebnet.it,46,107.1,705,IT-270,Lombardia,0
4301KQ14TBSN,2021-06-15 19:31:12.000000,03777CKMCTML78,1KHYM9ZG1,5977,Beauty,card-credit,gmail.com,54,134,288,IT-130,Piemonte,0
81D0KQCIU1JP,2021-06-26 16:41:57.000000,41B576KMCTHQOR,1KDTI44B4,5912,Health,card-debit,gmail.com,41,43.89,221,IT-060,Umbria,0
1416KPBMBGI7,2021-06-01 20:58:48.000000,378KPBMBZL6,DKLCCRNN0,7395,Other,card-debit,tiscali.it,59,104,247,IT-950,Sicilia,0
033CKPXVONH5,2021-06-12 10:25:53.000000,15C2F3KMCI89UK,FKIRB0BJ3,5977,Sport,card-debit,gmail.com,17,53.9,1477,IT-110,Valle dAosta,0
C232KOSZ7FN6,2021-05-17 18:13:56.000000,ABKOSZ890C,1KEV9BVAD,5941,Sport,card-prepaid,virgilio.it,31,156.99,1080,IT-800,Campania,0
C305KQ1CSO9C,2021-06-14 20:31:46.000000,F20C47KMCTIL0Z,5KHZ389YT,5699,Fashion,card-debit,libero.it,32,29.93,106,IT-250,Lombardia,0
D264KP4215CT,2021-05-24 11:52:51.000000,9322CEKMCTLQKC,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,36,90.6,221,IT-451,Veneto,0
44CFKQI8FF3I,2021-06-26 13:59:03.000000,21BA35KMCTHRMH,0KMESP3FM,5732,Electronics,card-debit,hotmail.it,37,341,947,IT-671,Abruzzo,0
42F8KQAQ09R3,2021-06-22 07:18:16.000000,2176EBKMCTFRUI,7KHW7Y4TV,5977,Beauty,card-credit,libero.it,28,20.9,7,IT-360,Veneto,0
8374KP856H5U,2021-05-26 10:22:20.000000,0262DDKMCTJNPZ,1KJVGWKU4,5999,Other,card-debit,gmail.com,38,50,1100,IT-730,Puglia,0
31CBKQANE6Y8,2021-06-26 08:14:19.000000,2DBKQ9V81HY,2KDTI44AZ,5661,Shoes & Accessories,card-prepaid,gmail.com,26,104,890,IT-951,Sicilia,0
FDBKOLIQRY7,2021-05-11 14:58:16.000000,EF90DKMCTCUTK,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,32,591.9,1511,IT-800,Campania,0
2305KO60UWDA,2021-04-28 19:47:29.000000,5150A9KMCTE77X,5KHZ389YT,5699,Fashion,card-credit,gmail.com,33,60.8,365,IT-810,Campania,0
755KO9XU9KE,2021-05-07 09:24:24.000000,2F8KO9XUY6Z,4KDTI440L,5661,Shoes & Accessories,card-credit,me.com,49,161,1246,IT-060,Umbria,0
